CALL,BAND,MODE,QSO_DATE,TIME_ON,FREQ,BAND_RX,FREQ_RX,PROP_MODE,SAT_NAME
BI4KZZ,70CM,FM,2023/6/5,12:16,,,,SAT,ARISS
